iri	iri label	entity	entity label	attribute	attribute label
OBA_VT0005211	gastric mucosa thickness	UBERON_0001199	mucosa of stomach	PATO_0000915	thickness
OBA_VT0005215	islet of Langerhans morphology trait	UBERON_0000006	islet of Langerhans	PATO_0000051	morphology
OBA_VT0005216	pancreatic alpha cell morphology trait	CL_0000171	pancreatic A cell	PATO_0000051	morphology
OBA_VT0005217	pancreatic beta cell morphology trait	CL_0000169	type B pancreatic cell	PATO_0000051	morphology
OBA_VT0005218	pancreatic delta cell morphology trait	CL_0000173	pancreatic D cell	PATO_0000051	morphology
OBA_VT0005220	exocrine pancreas morphology trait	UBERON_0000017	exocrine pancreas	PATO_0000051	morphology
OBA_VT0005222	somite size trait	UBERON_0002329	somite	PATO_0000117	size
OBA_VT0005231	brachial lymph node morphology trait	UBERON_0002525	brachial lymph node	PATO_0000051	morphology
OBA_VT0005232	mesenteric lymph node morphology trait	UBERON_0002509	mesenteric lymph node	PATO_0000051	morphology
OBA_VT0005235	olfactory lobe morphology trait	UBERON_0005366	olfactory lobe	PATO_0000051	morphology
OBA_VT0005236	olfactory nerve morphology trait	UBERON_0001579	olfactory nerve	PATO_0000051	morphology
OBA_VT0005237	olfactory tract morphology trait	UBERON_0002265	olfactory tract	PATO_0000051	morphology
OBA_VT0005239	Bruch membrane morphology trait	UBERON_0003957	Bruch's membrane	PATO_0000051	morphology
OBA_VT0005240	amacrine cell morphology trait	CL_0000561	amacrine cell	PATO_0000051	morphology
OBA_VT0005241	retinal ganglion layer morphology trait	UBERON_0001792	ganglionic layer of retina	PATO_0000051	morphology
OBA_VT0005246	orbit morphology trait	UBERON_0001697	orbit of skull	PATO_0000051	morphology
OBA_VT0005247	extraocular muscle morphology trait	UBERON_0001601	extra-ocular muscle	PATO_0000051	morphology
OBA_VT0005248	Harderian gland morphology trait	UBERON_0004187	Harderian gland	PATO_0000051	morphology
OBA_VT0005249	palatine bone morphology trait	UBERON_0001682	palatine bone	PATO_0000051	morphology
OBA_VT0005250	Sertoli cell quantity	CL_0000216	Sertoli cell	PATO_0001555	has number of
OBA_VT0005252	meibomian gland morphology trait	UBERON_0001818	tarsal gland	PATO_0000051	morphology
OBA_VT0005253	eye physiology trait	UBERON_0000019	camera-type eye	PATO_0001509	functionality
OBA_VT0005267	olfactory cortex morphology trait	UBERON_0002894	olfactory cortex	PATO_0000051	morphology
OBA_VT0005269	occipital bone morphology trait	UBERON_0001676	occipital bone	PATO_0000051	morphology
OBA_VT0005270	zygomatic bone morphology trait	UBERON_0001683	jugal bone	PATO_0000051	morphology
OBA_VT0005271	lacrimal bone morphology trait	UBERON_0001680	lacrimal bone	PATO_0000051	morphology
OBA_VT0005272	temporal bone morphology trait	UBERON_0001678	temporal bone	PATO_0000051	morphology
OBA_VT0005273	cranial base morphology trait	UBERON_0002517	basicranium	PATO_0000051	morphology
OBA_VT0005274	viscerocranium morphology trait	UBERON_0011156	facial skeleton	PATO_0000051	morphology
OBA_VT0005277	brainstem morphology trait	UBERON_0002298	brainstem	PATO_0000051	morphology
OBA_VT0005294	heart ventricle morphology trait	UBERON_0002082	cardiac ventricle	PATO_0000051	morphology
OBA_VT0005296	humerus morphology trait	UBERON_0000976	humerus	PATO_0000051	morphology
OBA_VT0005298	clavicle morphology trait	UBERON_0001105	clavicle bone	PATO_0000051	morphology
OBA_VT0005299	eye posterior chamber morphology trait	UBERON_0001767	posterior chamber of eyeball	PATO_0000051	morphology
OBA_VT0005300	corneal stroma morphology trait	UBERON_0001777	substantia propria of cornea	PATO_0000051	morphology
OBA_VT0005301	corneal endothelium morphology trait	UBERON_0001985	corneal endothelium	PATO_0000051	morphology
OBA_VT0005303	urinary bladder physiology trait	UBERON_0001255	urinary bladder	PATO_0001509	functionality
OBA_VT0005305	coagulating gland size trait	UBERON_0008807	coagulating gland	PATO_0000117	size
OBA_VT0005306	phalanx morphology trait	UBERON_0003221	phalanx	PATO_0000051	morphology
OBA_VT0005310	salivary gland physiology trait	UBERON_0001044	saliva-secreting gland	PATO_0001509	functionality
OBA_VT0005325	glomerulus morphology trait	UBERON_0004212	glomerular capillary	PATO_0000051	morphology
OBA_VT0005326	podocyte morphology trait	CL_0000653	glomerular visceral epithelial cell	PATO_0000051	morphology
OBA_VT0005327	mesangial cell morphology trait	CL_0000650	mesangial cell	PATO_0000051	morphology
OBA_VT0005329	heart muscle morphology trait	UBERON_0002349	myocardium	PATO_0000051	morphology
OBA_VT0005334	fat pad morphology trait	UBERON_0003916	fat pad	PATO_0000051	morphology
OBA_VT0005335	gonadal fat pad morphology trait	UBERON_0003428	gonadal fat pad	PATO_0000051	morphology
OBA_VT0005336	inguinal fat pad morphology trait	UBERON_0010410	inguinal fat pad	PATO_0000051	morphology
OBA_VT0005337	retroperitoneal fat pad morphology trait	UBERON_0010411	retroperitoneal fat pad	PATO_0000051	morphology
OBA_VT0005353	patella morphology trait	UBERON_0002446	patella	PATO_0000051	morphology
OBA_VT0005354	ilium morphology trait	UBERON_0001273	ilium	PATO_0000051	morphology
OBA_VT0005355	thyroid gland size trait	UBERON_0002046	thyroid gland	PATO_0000117	size
OBA_VT0005358	incisor morphology trait	UBERON_0001098	incisor tooth	PATO_0000051	morphology
OBA_VT0005361	pituitary gland size trait	UBERON_0000007	pituitary gland	PATO_0000117	size
OBA_VT0005362	Langerhans cell physiology trait	CL_0000453	Langerhans cell	PATO_0001509	functionality
OBA_VT0005372	life span trait	UBERON_0000104	life cycle	PATO_0000001	quality
OBA_VT0005404	axon morphology trait	GO_0030424	axon	PATO_0000051	morphology
OBA_VT0005406	heart size trait	UBERON_0000948	heart	PATO_0000117	size
OBA_VT0005423	somatic nervous system physiology trait	UBERON_0000012	somatic nervous system	PATO_0001509	functionality
OBA_VT0005425	macrophage quantity	CL_0000235	macrophage	PATO_0000070	amount
OBA_VT0005431	oocyte quantity	CL_0000023	oocyte	PATO_0001555	has number of
OBA_VT0005432	pro-B cell morphology trait	CL_0000826	pro-B cell	PATO_0000051	morphology
OBA_VT0005437	blood glycogen amount	CHEBI_28087	glycogen	PATO_0000070	amount
OBA_VT0005450	energy expenditure trait	GO_0008152	metabolic process	PATO_0001021	energy
OBA_VT0005452	adipose amount	UBERON_0001013	adipose tissue	PATO_0000070	amount
OBA_VT0005461	dendritic cell morphology trait	CL_0000451	dendritic cell	PATO_0000051	morphology
OBA_VT0005464	platelet physiology trait	CL_0000233	platelet	PATO_0001509	functionality
OBA_VT0005488	bronchial epithelial cell quantity	CL_0002328	bronchial epithelial cell	PATO_0000070	amount
OBA_VT0005490	Clara cell quantity	CL_0000158	Clara cell	PATO_0001555	has number of
OBA_VT0005499	olfactory system morphology trait	UBERON_0000005	chemosensory organ	PATO_0000051	morphology
OBA_VT0005500	gustatory system morphology trait	UBERON_0001033	gustatory system	PATO_0000051	morphology
OBA_VT0005501	skin physiology trait	UBERON_0000014	zone of skin	PATO_0001509	functionality
OBA_VT0005502	urinary system physiology trait	UBERON_0001008	renal system	PATO_0001509	functionality
OBA_VT0005503	tendon morphology trait	UBERON_0000043	tendon	PATO_0000051	morphology
OBA_VT0005504	ligament morphology trait	UBERON_0000211	ligament	PATO_0000051	morphology
OBA_VT0005535	body temperature trait	UBERON_0000468	multicellular organism	PATO_0000146	temperature
OBA_VT0005537	cerebral aqueduct morphology trait	UBERON_0002289	midbrain cerebral aqueduct	PATO_0000051	morphology
OBA_VT0005543	cornea thickness trait	UBERON_0000964	cornea	PATO_0000915	thickness
OBA_VT0005547	Muller cell morphology trait	CL_0000636	Mueller cell	PATO_0000051	morphology
OBA_VT0005592	blood vessel smooth muscle morphology trait	UBERON_0004237	blood vessel smooth muscle	PATO_0000051	morphology
OBA_VT0005593	blood vessel smooth muscle contractility trait	UBERON_0004237	blood vessel smooth muscle	PATO_0001579	contractility
OBA_VT0005603	neuron size trait	CL_0000540	neuron	PATO_0000117	size
OBA_VT0005623	meninges morphology trait	UBERON_0002360	meninx	PATO_0000051	morphology
OBA_VT0005629	lung mass	UBERON_0002048	lung	PATO_0000128	weight
OBA_VT0005645	hypothalamus physiology trait	UBERON_0001898	hypothalamus	PATO_0001509	functionality
OBA_VT0005646	pituitary gland physiology trait	UBERON_0000007	pituitary gland	PATO_0001509	functionality
OBA_VT0005647	sex gland physiology trait	UBERON_0003937	sex gland	PATO_0001509	functionality
OBA_VT0005650	limb bud morphology trait	UBERON_0004347	limb bud	PATO_0000051	morphology
OBA_VT0005651	gonad rudiment morphology trait	UBERON_0009117	indifferent gonad	PATO_0000051	morphology
OBA_VT0005657	neural plate morphology trait	UBERON_0003075	neural plate	PATO_0000051	morphology
OBA_VT0005675	gall bladder size trait	UBERON_0002110	gall bladder	PATO_0000117	size
OBA_VT0006000	corneal epithelium morphology trait	UBERON_0001772	corneal epithelium	PATO_0000051	morphology
OBA_VT0006004	interneuron morphology trait	CL_0000099	interneuron	PATO_0000051	morphology
OBA_VT0006005	interneuron quantity	CL_0000099	interneuron	PATO_0001555	has number of
OBA_VT0006006	sensory neuron quantity	CL_0000101	sensory neuron	PATO_0001555	has number of
OBA_VT0006007	basal ganglion morphology trait	UBERON_0002420	basal ganglion	PATO_0000051	morphology
OBA_VT0006011	endolymphatic duct morphology trait	UBERON_0001860	endolymphatic duct	PATO_0000051	morphology
OBA_VT0006014	endolymphatic sac size trait	UBERON_0002223	endolymphatic sac	PATO_0000117	size
OBA_VT0006018	tympanic membrane morphology trait	UBERON_0002364	tympanic membrane	PATO_0000051	morphology
OBA_VT0006019	tympanic membrane size trait	UBERON_0002364	tympanic membrane	PATO_0000117	size
OBA_VT0006020	tympanic ring size trait	UBERON_0002218	tympanic ring	PATO_0000117	size
OBA_VT0006021	Reissner membrane morphology trait	UBERON_0002281	vestibular membrane of cochlear duct	PATO_0000051	morphology
OBA_VT0006025	Reissner membrane size trait	UBERON_0002281	vestibular membrane of cochlear duct	PATO_0000117	size
OBA_VT0006026	terminal bronchiole tube size trait	UBERON_0002187	terminal bronchiole	PATO_0000117	size
OBA_VT0006029	sclerotome morphology trait	UBERON_0003089	sclerotome	PATO_0000051	morphology
OBA_VT0006030	otic vesicle morphology trait	UBERON_0003051	ear vesicle	PATO_0000051	morphology
OBA_VT0006031	branchial pouch morphology trait	UBERON_0004117	pharyngeal pouch	PATO_0000051	morphology
OBA_VT0006032	ureteric bud morphology trait	UBERON_0000084	ureteric bud	PATO_0000051	morphology
OBA_VT0006033	external auditory canal morphology trait	UBERON_0001352	external acoustic meatus	PATO_0000051	morphology
OBA_VT0006055	blood vessel endothelial cell morphology trait	CL_0000071	blood vessel endothelial cell	PATO_0000051	morphology
OBA_VT0006057	blood vessel endothelial cell quantity	CL_0000071	blood vessel endothelial cell	PATO_0001555	has number of
OBA_VT0006061	atrium symmetry	UBERON_0002081	cardiac atrium	PATO_0000965	symmetry
OBA_VT0006062	vena cava morphology trait	UBERON_0004087	vena cava	PATO_0000051	morphology
OBA_VT0006063	inferior vena cava morphology trait	UBERON_0001072	posterior vena cava	PATO_0000051	morphology
OBA_VT0006064	superior vena cava morphology trait	UBERON_0001585	anterior vena cava	PATO_0000051	morphology
OBA_VT0006065	heart orientation trait	UBERON_0000948	heart	PATO_0000140	position
OBA_VT0006068	horizontal cell morphology trait	CL_0000745	retina horizontal cell	PATO_0000051	morphology
OBA_VT0006069	retinal neuronal layer morphology trait	UBERON_0003902	retinal neural layer	PATO_0000051	morphology
OBA_VT0006078	nipple morphology trait	UBERON_0002030	nipple	PATO_0000051	morphology
OBA_VT0006083	blood vessel elastic tissue morphology trait	UBERON_0003614	blood vessel elastic tissue	PATO_0000051	morphology
OBA_VT0006089	saccule morphology trait	UBERON_0001854	saccule of membranous labyrinth	PATO_0000051	morphology
OBA_VT0006090	utricle morphology trait	UBERON_0001853	utricle of membranous labyrinth	PATO_0000051	morphology
OBA_VT0006091	olfactory epithelium morphology trait	UBERON_0001997	olfactory epithelium	PATO_0000051	morphology
OBA_VT0006092	olfactory neuron morphology trait	CL_0000207	olfactory receptor cell	PATO_0000051	morphology
OBA_VT0006099	granule layer thickness	UBERON_0005391	cortical layer II	PATO_0000915	thickness
OBA_VT0006100	tegmentum morphology trait	UBERON_0001943	midbrain tegmentum	PATO_0000051	morphology
OBA_VT0006102	tegmentum size trait	UBERON_0001943	midbrain tegmentum	PATO_0000117	size
OBA_VT0006103	midbrain roof plate morphology trait	UBERON_0003299	roof plate of midbrain	PATO_0000051	morphology
OBA_VT0006104	tectum morphology trait	UBERON_0002314	midbrain tectum	PATO_0000051	morphology
OBA_VT0006105	tectum size trait	UBERON_0002314	midbrain tectum	PATO_0000117	size
OBA_VT0006107	atrioventricular canal morphology trait	UBERON_0002087	atrioventricular canal	PATO_0000051	morphology
OBA_VT0006113	heart septum morphology trait	UBERON_0002099	cardiac septum	PATO_0000051	morphology
OBA_VT0006127	great vessel orientation trait	UBERON_0013768	great vessel of heart	PATO_0000133	orientation
OBA_VT0006151	cornea curvature trait	UBERON_0000964	cornea	PATO_0001591	curvature
OBA_VT0006162	eyelid thickness	UBERON_0001711	eyelid	PATO_0000915	thickness
OBA_VT0006168	epicanthal fold morphology trait	UBERON_0013766	epicanthal fold	PATO_0000051	morphology
OBA_VT0006173	myeloid dendritic cell morphology trait	CL_0000782	myeloid dendritic cell	PATO_0000051	morphology
OBA_VT0006175	choroid size trait	UBERON_0001776	optic choroid	PATO_0000117	size
OBA_VT0006192	conjunctival blood vessel morphology trait	UBERON_0010367	conjunctival vein	PATO_0000051	morphology
OBA_VT0006195	eyeball orientation trait	UBERON_0010230	eyeball of camera-type eye	PATO_0000133	orientation
OBA_VT0006210	orbit size trait	UBERON_0001697	orbit of skull	PATO_0000117	size
OBA_VT0006212	orbit width	UBERON_0001697	orbit of skull	PATO_0000921	width
OBA_VT0006213	orbit depth	UBERON_0001697	orbit of skull	PATO_0001595	depth
OBA_VT0006214	orbit symmetry	UBERON_0001697	orbit of skull	PATO_0000965	symmetry
OBA_VT0006215	optic disc morphology trait	UBERON_0001783	optic disc	PATO_0000051	morphology
OBA_VT0006216	optic disc size trait	UBERON_0001783	optic disc	PATO_0000117	size
OBA_VT0006228	iris size trait	UBERON_0001769	iris	PATO_0000117	size
OBA_VT0006235	pupil quantity	UBERON_0001771	pupil	PATO_0001555	has number of
OBA_VT0006237	choroid blood vessel morphology trait	UBERON_0002443	choroidal blood vessel	PATO_0000051	morphology
OBA_VT0006241	pupil orientation trait	UBERON_0001771	pupil	PATO_0000140	position
OBA_VT0006245	lens orientation trait	UBERON_0000965	lens of camera-type eye	PATO_0000140	position
OBA_VT0006250	line of Schwalbe morphology trait	UBERON_0011918	line of Schwalbe	PATO_0000051	morphology
OBA_VT0006256	gustatory papillae morphology trait	UBERON_0014389	gustatory papilla of tongue	PATO_0000051	morphology
OBA_VT0006257	fungiform papillae morphology trait	UBERON_0002448	fungiform papilla	PATO_0000051	morphology
OBA_VT0006258	circumvallate papillae morphology trait	UBERON_0000396	vallate papilla	PATO_0000051	morphology
OBA_VT0006259	foliate papillae morphology trait	UBERON_0002468	foliate papilla	PATO_0000051	morphology
OBA_VT0006276	autonomic nervous system physiology trait	UBERON_0002410	autonomic nervous system	PATO_0001509	functionality
OBA_VT0006277	parasympathetic nervous system physiology trait	UBERON_0000011	parasympathetic nervous system	PATO_0001509	functionality
OBA_VT0006282	posterior horn morphology trait	UBERON_0005373	spinal cord dorsal column	PATO_0000051	morphology
OBA_VT0006385	memory T cell morphology trait	CL_0000813	memory T cell	PATO_0000051	morphology
OBA_VT0006387	T cell quantity	CL_0000084	T cell	PATO_0001555	has number of
OBA_VT0007000	heart apex orientation trait	UBERON_0002098	apex of heart	PATO_0000133	orientation
OBA_VT0007001	endocardial cushion morphology trait	UBERON_0002062	endocardial cushion	PATO_0000051	morphology
OBA_VT0007002	endocardial cushion size trait	UBERON_0002062	endocardial cushion	PATO_0000117	size
OBA_VT0007003	endocardial cushion thickness	UBERON_0002062	endocardial cushion	PATO_0000915	thickness
OBA_VT0007010	cardiomyocyte quantity	CL_0000746	cardiac muscle cell	PATO_0001555	has number of
OBA_VT0007026	left atrium mass	UBERON_0002079	left cardiac atrium	PATO_0000128	weight
OBA_VT0007027	right atrium mass	UBERON_0002078	right cardiac atrium	PATO_0000128	weight
OBA_VT0007028	heart mass	UBERON_0000948	heart	PATO_0000128	weight
OBA_VT0007030	left ventricle capacity	UBERON_0002084	heart left ventricle	PATO_0000918	volume
OBA_VT0007031	left ventricle mass	UBERON_0002084	heart left ventricle	PATO_0000128	weight
OBA_VT0007032	right ventricle capacity	UBERON_0002080	heart right ventricle	PATO_0000918	volume
OBA_VT0007033	right ventricle mass	UBERON_0002080	heart right ventricle	PATO_0000128	weight
OBA_VT0007036	pericardium orientation trait	UBERON_0002407	pericardium	PATO_0000133	orientation
OBA_VT0007038	endocardial cushion orientation trait	UBERON_0002062	endocardial cushion	PATO_0000133	orientation
OBA_VT0007041	heart tube orientation trait	UBERON_0004141	heart tube	PATO_0000133	orientation
OBA_VT0007081	atrium septum morphology trait	UBERON_0002085	interatrial septum	PATO_0000051	morphology
