cls,def,xrefs
http://purl.obolibrary.org/obo/ENVO_00000897,,
http://purl.obolibrary.org/obo/ENVO_00002271,A nuclear power plant is a power plant which uses heat generated by a radioactive decay in a nuclear reactor to convert water into steam in order to drive turbines in electrical generators through pressure.,Wikipedia:Nuclear_power_plant
http://purl.obolibrary.org/obo/ENVO_00001995,A rock is a naturally occurring solid aggregate of one or more minerals or mineraloids.,SWEETRealm:Rock EcoLexicon:rock Geonames:T.RKS Wikipedia:Rock FTT:1010 FTT:145 Geonames:T.RK TGN:21444
http://purl.obolibrary.org/obo/ENVO_01000625,"A manufactured structure made of interspaced structural elements such as metal or wooden bars or wires held together such that they may be used to confine, contain, or protect something.",
http://purl.obolibrary.org/obo/ENVO_00000238,A dambo associated with a river.,
http://purl.obolibrary.org/obo/ENVO_02500044,A pollution process that results in increased levels of pollutants in an urban environment.,
http://purl.obolibrary.org/obo/ENVO_01000332,A gravelly slope is a slope which has a surface primarily composed of gravel.,
http://purl.obolibrary.org/obo/ENVO_00000457,"A glacier on a plateau or high area, smaller than an ice sheet.",
http://purl.obolibrary.org/obo/ENVO_01000473,"Thatch is material composed of dry vegetation such as straw, water reed, sedge (Cladium mariscus), rushes, or heather.",
http://purl.obolibrary.org/obo/ENVO_00001999,A significant accumulation of water which is part of a marine biome.,
http://purl.obolibrary.org/obo/ENVO_00000873,A biome that applies to the freshwater realm.,SPIRE:Freshwater
_:b198,,
http://purl.obolibrary.org/obo/ENVO_00000384,The channel bottom of a river; the physical confine of the normal water flow.,EcoLexicon:river_bed_structure TGN:21154 SWEETRealm:RiverBed Wikipedia:River_bed
http://purl.obolibrary.org/obo/ENVO_00000277,A lake that has either permanently or temporally lost its water.,FTT:650 Wikipedia:Dry_lake TGN:21117 SWEETRealm:DryLake Geonames:H.LBED
http://purl.obolibrary.org/obo/ENVO_01000222,,
http://purl.obolibrary.org/obo/ENVO_00002874,,
http://purl.obolibrary.org/obo/ENVO_00000050,"A hot spring that erupts periodically, ejecting a column of hot water and steam into the air.",Wikipedia:Geyser FTT:755 TGN:21171 EcoLexicon:geyser Geonames:H.GYSR
_:b199,,
http://purl.obolibrary.org/obo/ENVO_00002988,,Wikipedia:Temperate_grasslands
http://purl.obolibrary.org/obo/ENVO_01000350,Autoclaved sand is sand that has been sterlised by exposure to high pressure saturated steam at at least 121 degrees Celsius.,
http://purl.obolibrary.org/obo/ENVO_00003024,,
http://purl.obolibrary.org/obo/ENVO_01000622,Vaporisation of an element or compound is process whereby that element or compound undergoes a phase transition from the liquid to vapor.,
_:b200,,
http://purl.obolibrary.org/obo/ENVO_01000514,"A tile is a manufactured piece of hard-wearing material such as ceramic, stone, metal, or even glass, generally used for covering roofs, floors, walls, showers, or other objects such as tabletops. Alternatively, tile can sometimes refer to similar units made from lightweight materials such as perlite, wood, and mineral wool, typically used for wall and ceiling applications.",
_:b201,,
http://purl.obolibrary.org/obo/ENVO_00000371,"A volcano with more than one feature. They form because changes of their eruptive characteristics or the location of multiple vents in an area. Stratovolcanoes may form complex volcanoes, because they may overlap another from explosive eruptions, lava flows, pyroclastic flows and by repeated eruptions, to make multiple summits and vents. Stratovolcanoes could also form a large caldera that gets filled in by multiple small cinder cones, lava domes and craters may also develop on the caldera's rim.",Wikipedia:Complex_volcano
http://purl.obolibrary.org/obo/ENVO_00002875,,
http://purl.obolibrary.org/obo/ENVO_0010132,A sausage that is smoked.,
http://purl.obolibrary.org/obo/ENVO_0010141,"A cheese product made from traditional cheese and emulsifying salts, often with the addition of milk, more salt, preservatives, and food coloring.",
http://purl.obolibrary.org/obo/ENVO_0010137,,
http://purl.obolibrary.org/obo/ENVO_00002147,Coal mine lake sediment is lake sediment which covers the bottom of a coal mine lake.,
http://purl.obolibrary.org/obo/ENVO_01000513,An asbestos building roof is a building roof that is built from asbestos.,
http://purl.obolibrary.org/obo/ENVO_00002006,An environmental material primarily composed of dihydrogen oxide in its liquid form.,EcoLexicon:water LTER:617 Wikipedia:Water
http://purl.obolibrary.org/obo/ENVO_00003912,,Wikipedia:Sake
http://purl.obolibrary.org/obo/ENVO_01000025,The marine neritic zone biome comprises sea floor from the high tide mark to a continental shelf break. This zone generally extends to 200 m below average sea level.,
http://purl.obolibrary.org/obo/ENVO_00000505,A gently inclined underground tunnel bringing water for irrigation from an aquifer.,Geonames:H.CNLSB FTT:410 FTT:129
http://purl.obolibrary.org/obo/ENVO_00000017,A geographical feature associated with water with a halinity above 30 ppt (roughly 35 g/L).,
http://purl.obolibrary.org/obo/ENVO_01000280,"Ecozones delineate large areas of the Earth's surface within which organisms have been evolving in relative isolation over long periods of time, separated from one another by geographic features, such as oceans, broad deserts, or high mountain ranges, that constitute barriers to migration.",
http://purl.obolibrary.org/obo/ENVO_00000197,"A lake from which there is no outflow of water, either on the surface as rivers, or underground by flow or diffusion through rock or permeable material.",Wikipedia:Endorheic_lake EcoLexicon:endorheic_lake
http://purl.obolibrary.org/obo/ENVO_01000742,A carbon emission process is any environmental process which outputs a carbon-bearing gas.,
http://purl.obolibrary.org/obo/ENVO_01000221,,
http://purl.obolibrary.org/obo/ENVO_01000230,An arid condition is an environmental condition in which annual precipitation is less than half of annual potential evapotranspiration.,EcoLexicon:aridity
http://purl.obolibrary.org/obo/ENVO_00002987,,"Wikipedia:Evergreen_sclerophyllous_forests,_scrub,_or_woodlands"
http://purl.obolibrary.org/obo/ENVO_00003025,,
http://purl.obolibrary.org/obo/ENVO_00000564,"A place (or group of physical sites) in which evidence of past activity is preserved (either prehistoric or historic or contemporary), and which is, has been, or may be, investigated using the discipline of archaeology.",Wikipedia:Archeological_site
http://purl.obolibrary.org/obo/ENVO_00000043,"An area that is inundated or saturated by surface or ground water at a frequency and duration sufficient to support, and that under normal circumstances do support, a prevalence of vegetation typically adapted for life in saturated soil conditions.",FTT:716 FTT:228 SWEETRealm:Wetland FTT:1190 FTT:1207 FTT:934 FTT:480 FTT:184 FTT:1061 EcoLexicon:wetland FTT:1118 TGN:21301 LTER:630 FTT:883 TGN:21305 SPIRE:Bog FTT:983 FTT:1206 FTT:1060 FTT:1226 FTT:1180 FTT:945 FTT:281 TGN:21304 FTT:1001 Wikipedia:Wetland Geonames:H.WTLD FTT:185
http://purl.obolibrary.org/obo/ENVO_2000005,"An algal bloom that is located in freshwater. Freshwater algal blooms are the result of an excess of nutrients, particularly some phosphates.",
_:b202,,
_:b203,,
_:b204,,
http://purl.obolibrary.org/obo/ENVO_00000084,A lower point that allows easier access through a mountain range. A pass has the general form of a saddle between two mountains.,FTT:739 FTT:740 Geonames:T.GAP FTT:738 SWEETRealm:Pass FTT:612 Wikipedia:Mountain_pass TGN:21524 EcoLexicon:mountain_pass FTT:510 TGN:21433 Geonames:T.PASS TGN:21436 Geonames:T.SDL
http://purl.obolibrary.org/obo/ENVO_02500013,The planting of trees in areas in where forests have previously been cleared.,
http://purl.obolibrary.org/obo/ENVO_00000442,A very powerful whirlpool.,Wikipedia:Maelstrom
_:b205,,
http://purl.obolibrary.org/obo/ENVO_01000180,"A tundra is a terrestrial biome which includes, across its spatial extent, only low-growing vegetation such as dwarf shrubs, sedges and grasses, mosses, and lichens. Tundra biomes rarely have monthly average temperatures above 10 degrees Celsius and have low evapotranspiration ratios.",SPIRE:Tundra
http://purl.obolibrary.org/obo/ENVO_01000646,A lithosphere is the outermost shell of a terrestrial-type planet or natural satellite that is defined by its rigid mechanical properties.,
http://purl.obolibrary.org/obo/ENVO_0010029,,
_:b206,,
http://purl.obolibrary.org/obo/ENVO_00000088,A cliff that is a margin of a sea or ocean.,Wikipedia:Sea_cliff
_:b207,,
http://purl.obolibrary.org/obo/ENVO_01000190,A flooded savanna biome is a savanna biome which has very wet to saturated soil moisture content.,
_:b208,,
http://purl.obolibrary.org/obo/ENVO_01000735,A large igneous intrusion which is lenticular in shape with a depressed central region.,
http://purl.obolibrary.org/obo/ENVO_00003891,,
http://purl.obolibrary.org/obo/ENVO_01000220,,
_:b209,,
http://purl.obolibrary.org/obo/ENVO_00003083,A portion of sarcosine enriched soil is a portion of soil with elevated levels of sarcosine.,
_:b210,,
http://purl.obolibrary.org/obo/ENVO_01000287,A polymictic lake is a holomictic lake which is too shallow to allow thermal stratification and which can mix from top to bottom through the ice-free period of the year.,
_:b211,,
http://purl.obolibrary.org/obo/ENVO_00000454,"An intermittent lake unique to the limestone areas of Ireland, mostly west of the River Shannon. Most turloughs flood in the autumn, usually some time in October, and then dry up some time between April and July.",Wikipedia:Turlough
http://purl.obolibrary.org/obo/ENVO_00003026,,
_:b212,,
http://purl.obolibrary.org/obo/ENVO_00002986,,
http://purl.obolibrary.org/obo/ENVO_00000139,A ditch that supplies water to surrounding land.,FTT:406 Geonames:H.DTCHI FTT:129
http://purl.obolibrary.org/obo/ENVO_01000630,"Acidification of an aquatic environment is a process whereby the pH of an aquatic environment, biome, or water body is lowered.",
http://purl.obolibrary.org/obo/ENVO_00002047,"Urine is a liquid excreta containing water and waste products made by the kidneys, stored in the bladder, and leaves the body through the urethra.",Wikipedia:Urine
_:b213,,
http://purl.obolibrary.org/obo/ENVO_00000520,"A mound of earth material, at the base of a slope and the associated scoured area.",FTT:914 EcoLexicon:landslide SWEETRealm:Landslide Geonames:T.SLID TGN:21507 FTT:1076 FTT:96 Wikipedia:Landslide
http://purl.obolibrary.org/obo/ENVO_00000001,A cavity developed along a bedding-plane and elongate in cross-section as a result.,
http://purl.obolibrary.org/obo/ENVO_00003095,A portion of quinate enriched soil is a portion of soil with elevated levels of quinate.,
http://purl.obolibrary.org/obo/ENVO_00002055,A sedimentary rock composed mainly of sand-size mineral or rock grains.,Wikipedia:Sandstone EcoLexicon:sandstone
http://purl.obolibrary.org/obo/ENVO_02000054,A mixture of crushed and coarsely ground bones that is used as an organic fertilizer for plants and formerly in animal feed.,Wikipedia:Bone_meal
http://purl.obolibrary.org/obo/ENVO_00002873,,Wikipedia:Organic_waste
http://purl.obolibrary.org/obo/ENVO_00003890,,
http://purl.obolibrary.org/obo/ENVO_00000265,A flat-topped seamount.,EcoLexicon:tablemount TGN:23171 FTT:778 Wikipedia:Guyot FTT:777 FTT:1197 Geonames:U.TMSU
http://purl.obolibrary.org/obo/ENVO_01000224,"A mediterranean grassland biome is a  subtropical grassland biome which includes communities adapted to hot to warm, dry summers, mild to cold, rainy winters, and the influence of large, usually marine, bodies of water.",
